0.625	0.714	0.382	0.688	0.560	0.500	0
0.599	0.431	0.737	0.634	0.680	0.725	2
0.518	0.590	0.443	0.777	0.560	0.200	0
0.396	0.320	0.682	0.788	0.320	0.500	1
0.219	0.351	0.381	0.200	0.560	0.275	3
0.262	0.243	0.620	0.679	0.440	0.350	1
0.800	0.778	0.462	0.460	0.800	0.650	0
0.627	0.693	0.415	0.716	0.560	0.350	0
0.593	0.572	0.536	0.630	0.440	0.575	2
0.502	0.682	0.263	0.390	0.680	0.425	3
0.651	0.481	0.738	0.736	0.560	0.650	2
0.505	0.653	0.322	0.555	0.560	0.500	0
0.574	0.624	0.419	0.355	0.680	0.650	0
0.311	0.239	0.656	0.432	0.320	0.425	1
0.447	0.577	0.342	0.354	0.680	0.425	3
0.200	0.200	0.582	0.420	0.320	0.275	1
0.550	0.713	0.290	0.568	0.800	0.350	0
0.715	0.487	0.800	0.765	0.680	0.800	2
0.535	0.611	0.424	0.681	0.560	0.500	0
0.320	0.261	0.679	0.800	0.440	0.425	1
0.302	0.339	0.500	0.321	0.320	0.500	1
0.779	0.745	0.492	0.549	0.560	0.725	0
0.597	0.656	0.412	0.479	0.560	0.425	0
0.547	0.652	0.367	0.557	0.680	0.500	0
0.637	0.593	0.557	0.636	0.560	0.575	2
0.471	0.427	0.575	0.387	0.440	0.500	1
0.624	0.731	0.333	0.430	0.560	0.500	0
0.430	0.406	0.562	0.431	0.320	0.425	1
0.327	0.533	0.258	0.222	0.560	0.350	3
0.406	0.293	0.701	0.539	0.320	0.425	1
0.332	0.547	0.248	0.274	0.560	0.425	3
0.750	0.778	0.413	0.514	0.560	0.575	0
0.589	0.676	0.390	0.650	0.560	0.425	0
0.715	0.637	0.585	0.681	0.560	0.500	2
0.470	0.624	0.317	0.515	0.560	0.575	0
0.621	0.481	0.706	0.746	0.440	0.725	2
0.556	0.616	0.438	0.659	0.440	0.500	0
0.605	0.703	0.352	0.459	0.680	0.500	0
0.486	0.351	0.711	0.534	0.320	0.650	1
0.504	0.629	0.348	0.515	0.560	0.425	0
0.200	0.218	0.573	0.580	0.200	0.350	1
0.675	0.682	0.469	0.573	0.440	0.575	0
0.601	0.585	0.505	0.411	0.680	0.575	0
0.396	0.421	0.499	0.366	0.320	0.500	1
0.486	0.678	0.245	0.311	0.560	0.500	3
0.414	0.422	0.524	0.435	0.560	0.650	2
0.749	0.759	0.448	0.612	0.560	0.425	0
0.649	0.729	0.371	0.511	0.560	0.575	0
0.543	0.697	0.309	0.607	0.560	0.575	0
0.729	0.704	0.508	0.663	0.680	0.650	0
0.648	0.660	0.451	0.364	0.800	0.725	0
0.650	0.744	0.349	0.495	0.680	0.575	0
0.593	0.528	0.586	0.542	0.560	0.500	2
0.352	0.598	0.200	0.255	0.560	0.425	3
0.484	0.363	0.703	0.631	0.440	0.650	2
0.405	0.573	0.309	0.461	0.560	0.350	3
0.523	0.600	0.397	0.362	0.560	0.575	0
0.705	0.800	0.342	0.577	0.560	0.500	0
0.719	0.708	0.471	0.475	0.560	0.575	0
0.516	0.560	0.446	0.399	0.560	0.650	0
0.533	0.749	0.210	0.432	0.560	0.425	3
0.570	0.553	0.523	0.498	0.560	0.800	2
0.564	0.670	0.349	0.403	0.560	0.650	0
