5.8360710163792007	7.5472651158537234	5.4175942991700463	3
1.3580890690649217	2.7075149691346878	4.2463597353789773	1
4.9364173281032580	7.6011777706341253	2.4637702709141482	3
2.7573060507835971	2.5466153537452616	5.3664898862377308	1
-1.4582150065096395	-2.3589838364138478	0.0161574242981481	0
0.7485262030554032	3.0337352035577263	3.5899071229935751	4
3.5612641679097901	1.1431631434314700	1.6361944975816705	2
-0.5433790855534615	-2.9740671116492403	1.4796956526172420	0
1.7411101220064853	2.4071840583629696	2.3551342983666901	4
4.4890902703191538	5.4971285202279807	0.3831820090487024	2
G2
0	2	3.0882616021114337	9	5.600243235601934	
1	5	0.9533711560941938	3	1.7995522784918585	
2	9	2.9926530470759083	0	3.0882616021114337	
3	1	1.7995522784918585	5	2.7255693972776522	
4	7	1.832265358374007	8	6.198616821241933	
5	1	0.9533711560941938	8	1.7036587399306837	
6	8	2.329717592618307	1	3.756878986520135	
7	4	1.832265358374007	6	5.815855319729726	
8	5	1.7036587399306837	1	1.9528536649129014	
9	2	2.9926530470759083	8	4.581238643017543	
