8.8360710163792007	10.5472651158537225	8.4175942991700463	3
1.3580890690649217	2.7075149691346878	4.2463597353789773	1
7.9364173281032580	10.6011777706341253	5.4637702709141482	3
2.7573060507835971	2.5466153537452616	5.3664898862377308	1
-1.4582150065096395	-2.3589838364138478	0.0161574242981481	0
3.7485262030554032	6.0337352035577263	6.5899071229935746	4
3.5612641679097901	1.1431631434314700	1.6361944975816705	2
-0.5433790855534615	-2.9740671116492403	1.4796956526172420	0
4.7411101220064857	5.4071840583629696	5.3551342983666901	4
4.4890902703191538	5.4971285202279807	0.3831820090487024	2
G2
0	2	3.0882616021114337	5	7.042407607539377	
1	3	1.7995522784918585	6	3.756878986520135	
2	0	3.0882616021114337	8	6.0991278556017825	
3	1	1.7995522784918585	8	3.481157976336988	
4	7	1.832265358374007	6	6.331249858415246	
5	8	1.7036587399306837	3	3.8261301562305943	
6	1	3.756878986520135	3	4.065849289798679	
7	4	1.832265358374007	6	5.815855319729726	
8	5	1.7036587399306837	3	3.481157976336988	
9	6	4.624707133978812	8	4.979147876807745	
