2.8360710163792002	4.5472651158537234	2.4175942991700459	3
-1.6419109309350783	-0.2924850308653121	1.2463597353789768	1
1.9364173281032577	4.6011777706341253	-0.5362297290858518	3
-0.2426939492164027	-0.4533846462547386	2.3664898862377308	1
-1.4582150065096395	-2.3589838364138478	0.0161574242981481	0
0.7485262030554032	3.0337352035577263	3.5899071229935751	4
3.5612641679097901	1.1431631434314700	1.6361944975816705	2
-0.5433790855534615	-2.9740671116492403	1.4796956526172420	0
1.7411101220064853	2.4071840583629696	2.3551342983666901	4
4.4890902703191538	5.4971285202279807	0.3831820090487024	2
G2
0	8	2.4047427189902444	9	2.7881080515400445	
1	3	1.799552278491859	4	2.411961697907463	
2	9	2.857303771011852	0	3.088261602111433	
3	1	1.799552278491859	7	2.688987849608824	
4	7	1.832265358374007	1	2.411961697907463	
5	8	1.7036587399306837	0	2.832478331770768	
6	8	2.329717592618307	0	3.5671278356120486	
7	4	1.832265358374007	3	2.688987849608824	
8	5	1.7036587399306837	6	2.329717592618307	
9	0	2.7881080515400445	2	2.857303771011852	
