0	75	0	75	1.0
0	96	0	96	1.0
1	41	1	41	1.0
1	42	1	42	1.0
1	8	1	8	1.0
2	8	2	8	1.0
2	61	2	61	1.0
3	7	3	7	1.0
3	35	3	35	1.0
4	84	4	84	1.0
4	29	4	29	1.0
5	44	5	44	1.0
5	53	5	53	1.0
5	99	5	99	1.0
6	15	6	15	1.0
6	95	6	95	1.0
6	52	6	52	1.0
7	59	7	59	1.0
7	35	7	35	1.0
7	70	7	70	1.0
8	17	8	17	1.0
8	2	8	2	1.0
8	13	8	13	1.0
9	58	9	58	1.0
9	3	9	3	1.0
9	98	9	98	1.0
10	15	10	15	1.0
10	75	10	75	1.0
10	32	10	32	1.0
11	5	11	5	1.0
12	80	12	80	1.0
12	33	12	33	1.0
12	7	12	7	1.0
13	17	13	17	1.0
13	31	13	31	1.0
13	8	13	8	1.0
14	35	14	35	1.0
14	33	14	33	1.0
15	61	15	61	1.0
15	2	15	2	1.0
15	10	15	10	1.0
16	21	16	21	1.0
16	18	16	18	1.0
17	8	17	8	1.0
17	13	17	13	1.0
17	2	17	2	1.0
18	20	18	20	1.0
18	16	18	16	1.0
19	76	19	76	1.0
19	52	19	52	1.0
19	68	19	68	1.0
20	18	20	18	1.0
20	69	20	69	1.0
21	16	21	16	1.0
21	91	21	91	1.0
21	60	21	60	1.0
22	98	22	98	1.0
22	11	22	11	1.0
22	40	22	40	1.0
23	43	23	43	1.0
23	38	23	38	1.0
23	41	23	41	1.0
24	57	24	57	1.0
24	97	24	97	1.0
24	62	24	62	1.0
25	63	25	63	1.0
25	45	25	45	1.0
25	58	25	58	1.0
26	29	26	29	1.0
27	45	27	45	1.0
27	63	27	63	1.0
27	52	27	52	1.0
28	94	28	94	1.0
28	39	28	39	1.0
28	51	28	51	1.0
29	84	29	84	1.0
29	4	29	4	1.0
31	13	31	13	1.0
31	81	31	81	1.0
31	41	31	41	1.0
32	88	32	88	1.0
32	57	32	57	1.0
32	62	32	62	1.0
33	35	33	35	1.0
33	14	33	14	1.0
33	70	33	70	1.0
34	87	34	87	1.0
35	14	35	14	1.0
35	33	35	33	1.0
35	70	35	70	1.0
36	26	36	26	1.0
36	86	36	86	1.0
36	84	36	84	1.0
37	93	37	93	1.0
37	54	37	54	1.0
38	90	38	90	1.0
38	73	38	73	1.0
38	23	38	23	1.0
39	28	39	28	1.0
39	43	39	43	1.0
40	1	40	1	1.0
40	23	40	23	1.0
41	42	41	42	1.0
41	31	41	31	1.0
41	81	41	81	1.0
42	41	42	41	1.0
42	84	42	84	1.0
42	1	42	1	1.0
43	39	43	39	1.0
43	51	43	51	1.0
43	23	43	23	1.0
44	5	44	5	1.0
44	53	44	53	1.0
45	27	45	27	1.0
45	52	45	52	1.0
45	63	45	63	1.0
46	28	46	28	1.0
46	94	46	94	1.0
46	39	46	39	1.0
47	71	47	71	1.0
47	34	47	34	1.0
