7.8263	-2.7443	1.1806	0.59063	-0.022775	0.023106	-0.37095	0.54494	-0.37025	7.5087	3.7375	1.452	0.66258	0.034233	0.32827	-0.44726	-0.27512	-0.50108	8.8458	-3.5287	1.7302	0.4071	0.61952	0.99836	-0.37196	0.65105	0.021081	-8.8264	1.2187	-1.3642	-0.25341	-0.23782	-0.78481	0.40767	-0.34232	0.51576	-9.9137	0.68224	-2.384	0.10205	0.33898	-1.9291	0.51245	0.42758	-0.32544	0
7.6843	-2.8837	1.0452	0.72669	0.097686	0.12392	-0.43113	0.76978	-0.231	7.7225	1.8447	1.3545	0.88078	0.32404	-0.19099	-0.57366	-0.141	-0.66447	8.161	-3.4025	2.0752	0.64679	0.33549	0.86091	-0.48323	0.73554	0.12972	-9.4529	1.7723	-2.4296	0.063799	-0.40888	-0.80693	0.56643	-0.14677	0.67698	-9.8416	1.4289	-1.2546	-0.27737	0.036095	-1.3561	0.74787	0.29048	-0.44049	0
9.1549	-3.4651	-1.0215	0.73916	-0.32994	0.14312	-0.40675	0.75214	-0.16103	8.0512	2.1037	0.46571	1.1034	0.25247	0.12059	-0.57152	-0.016819	-0.57998	8.8271	-2.854	2.7649	0.95467	0.000329	0.69211	-0.54252	0.57164	0.31639	-9.4513	2.4009	-0.31488	-0.37529	-0.042974	-0.89683	0.35025	-0.28421	0.65778	-9.6455	-1.9743	-2.1134	0.27491	-0.6504	-1.4135	0.69181	0.15547	-0.41438	0
8.1224	-2.6837	2.1084	0.19124	0.05993	-0.13093	-0.29021	0.47415	-0.39557	8.544	3.0093	1.6251	-0.032865	-0.35733	-0.10371	-0.42963	-0.28027	-0.44772	7.2078	-3.2302	2.1497	0.006306	0.29263	0.63998	-0.15737	0.65448	-0.070214	-9.5403	1.0419	-0.85349	0.25548	0.39682	-0.50337	0.41079	-0.24816	0.52336	-7.1516	-1.2491	-0.57989	0.4083	0.031132	-1.5695	0.28585	0.53536	-0.28731	0
10.007	-2.5963	3.1945	0.18298	-0.26599	0.19244	-0.22041	0.54563	-0.26501	10.958	4.9814	2.3692	0.26095	-0.45226	1.2523	-0.34372	-0.072357	-0.43681	10.017	-2.427	3.2956	0.35282	-0.11009	-0.055846	-0.27952	0.48102	0.13924	-8.1989	2.6544	0.63804	-0.46279	-0.093573	-0.54318	0.067491	-0.32156	0.38968	-9.5527	-0.35131	-2.509	-0.10533	-0.01383	0.22729	0.4647	0.2012	-0.17591	0
8.8756	-2.5861	2.0559	0.16678	-0.069811	-0.076585	-0.49332	0.76566	-0.30162	8.2201	4.5615	2.9082	0.14031	-0.14395	0.14583	-0.55586	-0.14036	-0.68065	7.4063	-4.5136	3.5987	0.17222	-0.081002	0.24359	-0.41538	0.83528	0.047322	-9.7203	-1.2591	-2.1616	0.40876	0.058615	-0.078041	0.52849	0.024629	0.7101	-7.3765	-3.5494	0.82012	0.54134	0.18389	-0.54664	0.5872	0.34388	-0.62254	0
9.2615	-1.1235	2.4106	-0.21171	-0.083545	0.10096	-0.43952	0.5866	-0.22948	7.6492	4.6003	0.48028	-0.52914	-0.53341	0.5932	-0.29803	-0.364	-0.53906	8.235	-3.3565	3.3851	-0.12737	-0.089431	-0.072547	-0.52024	0.50968	0.20207	-5.5467	2.327	-1.5095	-0.30433	0.20505	0.44314	0.27556	-0.33353	0.60771	-9.3996	-1.2795	-1.701	0.038727	0.031505	0.41507	0.63367	0.20183	-0.29688	0
8.0969	-0.81126	0.78443	-0.7689	0.25211	-0.041842	-0.50981	0.54782	-0.23039	8.3234	3.9298	-0.24733	-0.28774	0.49328	-1.1478	-0.36209	-0.34923	-0.52985	6.8641	-2.1437	2.6443	-0.7131	-0.069623	-0.13172	-0.55704	0.57118	0.14659	-9.0445	-1.3244	-1.2908	0.36769	0.52519	1.6219	0.44557	-0.22427	0.57482	-8.6978	-2.404	-1.6533	-0.46385	-0.1142	0.83928	0.55563	0.38596	-0.30888	0
8.3511	-1.2801	2.6121	-0.06394	0.012319	0.18818	-0.31413	0.49585	-0.34591	7.8679	4.2601	-0.27393	-0.13248	0.38048	-1.2712	-0.14958	-0.38908	-0.50758	7.5423	-2.9956	3.9691	-0.17589	-0.19668	0.057707	-0.35934	0.50178	0.049301	-8.4197	-3.9553	1.0198	-0.12063	0.17249	1.2783	0.34889	-0.31628	0.38857	-9.4062	-1.2731	-1.1723	0.052895	0.072362	0.57448	0.55266	0.23201	-0.23192	0
12.236	-3.142	1.8865	0.14046	-0.020498	0.2955	-0.23665	0.52312	-0.25815	12.245	3.5397	0.27164	-0.052447	-0.76193	1.0967	-0.36881	-0.093306	-0.44904	11.806	-3.0957	3.0019	0.52276	0.53429	0.14218	-0.35734	0.49351	0.098051	-9.2597	2.8004	-2.8791	-0.21542	0.017372	-0.74026	0.12034	-0.39544	0.43012	-13.147	-0.72599	-1.4296	0.053021	-0.22823	0.45141	0.53479	0.22681	-0.22058	0
