7.7068	-2.3688	1.9953	0.18679	-0.15607	-0.19297	-0.37967	0.50379	-0.40794	8.0494	2.4686	1.1725	0.23095	-0.044823	0.10724	-0.44182	-0.3241	-0.47666	7.4608	-3.2782	2.58	0.21516	0.15067	0.22048	-0.24443	0.70795	-0.058356	-9.2485	1.6995	-1.9883	0.31603	-0.051551	-0.46043	0.45815	-0.24014	0.52777	-5.6369	-0.54113	0.000317	0.2706	-0.15251	-0.63945	0.29901	0.56464	-0.37457	0
8.39	-2.871	2.0355	0.38259	-0.039475	-0.09928	-0.42761	0.72922	-0.32124	8.6682	3.0354	1.2321	0.54503	0.008708	0.2479	-0.55127	-0.22403	-0.65343	7.5469	-3.8969	3.2088	0.36767	0.087269	0.35555	-0.34596	0.79462	0.00594	-9.3863	1.8777	-2.4584	0.083076	0.25767	-0.36725	0.59279	-0.060342	0.67136	-7.2989	-1.0794	-0.77028	0.35162	-0.13486	-1.2485	0.55566	0.53252	-0.4647	0
7.9903	-2.8561	0.94328	0.7616	0.10586	0.007221	-0.39019	0.71893	-0.29634	8.049	1.7453	0.88682	0.6907	0.10327	0.19074	-0.52651	-0.14894	-0.59983	8.6948	-3.4467	2.079	0.8364	0.4396	1.039	-0.42964	0.7349	0.14682	-9.1836	1.9507	-1.8093	0.005566	-0.26363	-0.74322	0.4316	-0.2287	0.63514	-9.2826	-0.72618	-0.68485	-0.002373	0.084092	-1.4579	0.58934	0.37007	-0.41063	0
9.3003	-2.4718	2.3425	-0.27731	-0.12507	-0.30209	-0.32678	0.45578	-0.37818	9.2054	3.3858	1.4462	0.17294	0.091306	-0.1322	-0.42139	-0.30844	-0.42442	8.3864	-3.6081	3.685	0.20785	-0.50056	-1.0145	-0.19565	0.63516	-0.095336	-10.085	-1.1438	-2.2873	0.33584	-0.15845	-0.35773	0.42928	-0.1856	0.52928	-9.4856	-8.7237	-0.17638	0.36163	0.36341	0.2866	0.23824	0.50917	-0.34341	0
8.9143	-3.5017	0.23351	0.49497	-0.20201	0.26526	-0.21231	0.53852	-0.29478	9.2517	2.4687	-0.18401	0.8938	0.002765	0.43252	-0.37713	-0.072391	-0.42096	9.051	-1.785	2.8251	0.14638	0.50234	0.56143	-0.25025	0.50644	0.073675	-10.046	2.3838	-0.95892	-0.14025	-0.23257	-1.0966	0.13792	-0.31175	0.37548	-9.4347	-2.4048	-0.64547	-0.61935	-0.15523	-0.80526	0.45851	0.21953	-0.17922	0
9.2562	-2.4485	2.0895	-0.12341	-0.28153	-0.25751	-0.53863	0.74187	-0.28079	8.8795	3.9401	2.0927	-0.11066	-0.053762	-0.31771	-0.56833	-0.16698	-0.6665	7.2543	-4.5734	4.7855	0.021675	-0.23382	-0.40522	-0.41322	0.83623	0.031043	-9.7729	-2.4309	-1.7113	0.4211	-0.18271	-0.3323	0.54597	0.1166	0.68854	-6.8976	-4.813	2.6921	0.12362	-0.018857	0.10231	0.60251	0.29675	-0.64063	0
11.144	-2.2613	1.5595	0.054363	-0.17983	0.2733	-0.41838	0.6125	-0.20882	10.662	5.0843	1.5482	-0.24899	-0.32512	1.2515	-0.43997	-0.18628	-0.5385	9.6283	-3.2668	3.5856	-0.10476	-0.006029	0.072005	-0.5107	0.51342	0.22705	-9.129	4.5718	-1.989	-0.019924	0.4214	-0.70364	0.28382	-0.3299	0.60094	-12.494	2.2374	-1.5047	-0.40572	-0.20597	0.36699	0.64016	0.16965	-0.30228	0
8.4631	-1.7512	1.6544	-0.23914	0.04944	0.1449	-0.48852	0.582	-0.1777	6.9676	3.6902	0.1952	-0.20746	-0.2386	0.008709	-0.27569	-0.36348	-0.56075	8.0491	-2.8301	2.9749	-0.41711	-0.13967	-0.032349	-0.57207	0.52287	0.21851	-4.5924	-0.062743	-1.1277	-0.052013	0.43773	0.82283	0.23813	-0.37975	0.60063	-9.2581	-1.3393	-2.0632	-0.44792	0.031497	0.76535	0.646	0.27181	-0.26024	0
11.511	-4.1754	3.3558	0.21432	0.087791	0.43108	-0.27962	0.50919	-0.35721	10.87	4.9536	0.59806	0.22591	-0.038984	1.6888	-0.14332	-0.38218	-0.5179	11.872	-4.2699	3.8198	0.044532	-0.035699	0.26253	-0.33182	0.51011	0.054906	-11.806	3.7102	0.83844	-0.74836	0.1011	-0.20832	0.31906	-0.36991	0.36402	-12.561	-3.3034	0.53166	-0.964	-0.19364	-0.018423	0.57322	0.1984	-0.21587	0
9.1794	-4.2002	0.29021	0.66914	-0.17317	0.23258	-0.21125	0.51028	-0.291	9.2792	2.0179	0.29509	0.57045	-0.14011	0.43082	-0.43637	-0.038764	-0.41016	10.228	-2.9589	1.6802	0.90367	0.49429	1.391	-0.23041	0.54509	0.045157	-9.5496	1.8996	-1.0687	0.02187	-0.16412	-0.84925	0.21271	-0.36103	0.42075	-13.953	-0.32609	0.62658	-0.27103	-0.23023	-1.2623	0.45067	0.33081	-0.23134	0
