0	0	1
1	1	0.728608
2	2	0
3	3	1
4	4	0.591416
5	5	0
6	6	0
7	7	1
8	8	0
9	9	1
10	10	0.759072
11	11	0.975458
12	12	1
13	13	1
14	14	0.816497
15	15	0
16	16	0
17	17	0.609272
18	18	0
19	19	1
20	20	0.448101
21	21	0
22	22	1
23	23	0
24	24	0
25	25	1
26	26	0
27	27	1
28	28	0
29	29	0.867666
30	30	0.179928
31	31	1
32	32	1
33	33	1
34	34	0.410759
35	35	0
36	36	1
37	37	0
38	38	1
39	39	0.80904
40	40	0.371135
41	41	0.987586
42	42	0.97393
43	43	0
44	44	1
45	45	1
46	46	0
47	47	0.284959
48	48	0.811172
49	49	1
50	50	0.39975
51	51	0
52	52	0
53	53	0.981981
54	54	0
55	55	1
56	56	0
57	57	0
58	58	1
59	59	0
60	60	1
61	61	1
62	62	0
63	63	0.502889
64	64	0.76388
65	65	0
66	66	0
67	67	1
68	68	0.399418
69	69	0
70	70	0
71	71	1
72	72	0
73	73	0.968042
74	74	0.691095
75	75	0
76	76	0.844979
77	77	0.245625
78	78	0.399418
79	79	0
80	80	1
81	81	0.562062
82	82	0.530992
83	83	0
84	84	1
85	85	0
86	86	0.688868
87	87	0.733292
88	88	0
89	89	1
90	90	1
91	91	0.98576
92	92	0
93	93	0.284959
94	94	1
95	95	0.399418
96	96	0
97	97	0
98	98	1
99	99	0.307503
